,researcher,skill,code,terms,preprocessed_terms
6353,"Wang, Yi",process control data driven multi fidelity surrogate modeling multidisciplinary analysis optimization,['C.3'],"['SPECIAL-PURPOSE AND APPLICATION-BASED SYSTEMS (J.7)', ' Microprocessor/microcomputer applications', ' Process control systems', ' Real-time and embedded systems (REVISED)', ' Signal processing systems', ' Smartcards (NEW)']","['specialpurpose applicationbased system', 'microprocessormicrocomputer application', 'process control system', 'realtime embedded system revised', 'signal processing system', 'smartcards new']"
6354,"Wang, Yi",data mining,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
6355,"Wang, Yi",pdf imsel,['D.2.9'],"['Management (K.6.3, K.6.4)', ' Copyrights**', ' Cost estimation', ' Life cycle', ' Productivity', ' Programming teams', ' Software configuration management', ' Software process models (e.g., CMM, ISO, PSP) (NEW)', ' Software quality assurance (SQA)', ' Time estimation']","['management', 'copyright', 'cost estimation', 'life cycle', 'productivity', 'programming team', 'software configuration management', 'software process model eg cmm iso psp new', 'software quality assurance sqa', 'time estimation']"
6356,"Wang, Yi",computational data,['F.4.1'],"['Mathematical Logic (F.1.1, I.2.2-4)', ' Computability theory', ' Computational logic', ' Lambda calculus and related systems', ' Logic and constraint programming (REVISED)', ' Mechanical theorem proving', ' Modal logic (NEW)', ' Model theory', ' Proof theory', ' Recursive function theory', ' Set theory (NEW)', ' Temporal logic (NEW)']","['mathematical logic', 'computability theory', 'computational logic', 'lambda calculus related system', 'logic constraint programming revised', 'mechanical theorem proving', 'modal logic new', 'model theory', 'proof theory', 'recursive function theory', 'set theory new', 'temporal logic new']"
6357,"Wang, Yi",goal towards,['J.1'],"['ADMINISTRATIVE DATA PROCESSING', ' Business', ' Education', ' Financial (e.g., EFTS)', ' Government', ' Law', ' Manufacturing', ' Marketing', ' Military']","['administrative data processing', 'business', 'education', 'financial eg eft', 'government', 'law', 'manufacturing', 'marketing', 'military']"
6358,"Wang, Yi",spiral inertial,['I.3.5'],"['Computational Geometry and Object Modeling', ' Boundary representations', ' Constructive solid geometry (CSG)**', ' Curve, surface, solid, and object representations', ' Geometric algorithms, languages, and systems', ' Hierarchy and geometric transformations', ' Modeling packages', ' Object hierarchies', ' Physically based modeling', ' Splines']","['computational geometry object modeling', 'boundary representation', 'constructive solid geometry csg', 'curve surface solid object representation', 'geometric algorithm language system', 'hierarchy geometric transformation', 'modeling package', 'object hierarchy', 'physically based modeling', 'spline']"
6359,"Wang, Yi",trade space exploration,['K.5.1'],"['Hardware/Software Protection (REVISED)', ' Copyrights', ' Licensing (NEW)', ' Patents', ' Proprietary rights', ' Trade secrets**']","['hardwaresoftware protection revised', 'copyright', 'licensing new', 'patent', 'proprietary right', 'trade secret']"
6360,"Wang, Yi",stem cell,['I.4.8'],"['Scene Analysis', ' Color (NEW)', ' Depth cues', ' Motion (NEW)', ' Object recognition (NEW)', ' Photometry', ' Range data', ' Sensor fusion', ' Shading (NEW)', ' Shape (NEW)', ' Stereo', ' Surface fitting (NEW)', ' Time-varying imagery', ' Tracking (NEW)']","['scene analysis', 'color new', 'depth cue', 'motion new', 'object recognition new', 'photometry', 'range data', 'sensor fusion', 'shading new', 'shape new', 'stereo', 'surface fitting new', 'timevarying imagery', 'tracking new']"
6361,"Wang, Yi",microfluidics nanofluidics,"['C.5.3', 'B.7.1']","['Microcomputers', ' Microprocessors', ' Personal computers', ' Portable devices (e.g., laptops, personal digital assistants) (NEW)', ' Workstations', 'Types and Design Styles', ' Advanced technologies', ' Algorithms implemented in hardware', ' Gate arrays', ' Input/output circuits', ' Memory technologies', ' Microprocessors and microcomputers', ' Standard cells**', ' VLSI (very large scale integration)']","['microcomputer', 'microprocessor', 'personal computer', 'portable device eg laptop personal digital assistant new', 'workstation', 'type design style', 'advanced technology', 'algorithm implemented hardware', 'gate array', 'inputoutput circuit', 'memory technology', 'microprocessor microcomputer', 'standard cell', 'vlsi large scale integration']"
6362,"Wang, Yi",cfd fem,['J.6'],"['COMPUTER-AIDED ENGINEERING', ' Computer-aided design (CAD)', ' Computer-aided manufacturing (CAM)']","['computeraided engineering', 'computeraided design cad', 'computeraided manufacturing cam']"
6363,"Wang, Yi",machine learning,['I.2.7'],"['Natural Language Processing', ' Discourse', ' Language generation', ' Language models', ' Language parsing and understanding', ' Machine translation', ' Speech recognition and synthesis', ' Text analysis']","['natural language processing', 'discourse', 'language generation', 'language model', 'language parsing understanding', 'machine translation', 'speech recognition synthesis', 'text analysis']"
6364,"Wang, Yi",term goal,['D.4.4'],"['Communications Management (C.2)', ' Buffering', ' Input/output', ' Message sending', ' Network communication', ' Terminal management**']","['communication management', 'buffering', 'inputoutput', 'message sending', 'network communication', 'terminal management']"
6365,"Wang, Yi",enabled science,"['I.4.3', 'D.2.7']","['Enhancement', ' Filtering', ' Geometric correction', ' Grayscale manipulation', ' Registration', ' Sharpening and deblurring**', ' Smoothing', 'Distribution, Maintenance, and Enhancement (REVISED)', ' Corrections**', ' Documentation', ' Enhancement**', ' Extensibility**', ' Portability', ' Restructuring, reverse engineering, and reengineering (REVISED)', ' Version control']","['enhancement', 'filtering', 'geometric correction', 'grayscale manipulation', 'registration', 'sharpening deblurring', 'smoothing', 'distribution maintenance enhancement revised', 'correction', 'documentation', 'enhancement', 'extensibility', 'portability', 'restructuring reverse engineering reengineering revised', 'version control']"
6366,"Wang, Yi",among others,"['C.2.1', 'C.2.5']","['Network Architecture and Design', ' Asynchronous Transfer Mode (ATM) (NEW)', ' Centralized networks**', ' Circuit-switching networks', ' Distributed networks', ' Frame relay networks (NEW)', ' ISDN (Integrated Services Digital Network)', ' Network communications', ' Network topology', ' Packet-switching networks (REVISED)', ' Store and forward networks', ' Wireless communication (NEW)', 'Local and Wide-Area Networks (REVISED)', ' Access schemes', ' Buses']","['network architecture design', 'asynchronous transfer mode atm new', 'centralized network', 'circuitswitching network', 'distributed network', 'frame relay network new', 'isdn integrated service digital network', 'network communication', 'network topology', 'packetswitching network revised', 'store forward network', 'wireless communication new', 'local widearea network revised', 'access scheme', 'bus']"
6367,"Wang, Yi",adaptive model integration massive real time data analytics,['G.1.4'],"['Quadrature and Numerical Differentiation (F.2.1)', ' Adaptive and iterative quadrature (REVISED)', ' Automatic differentiation (NEW)', ' Equal interval integration**', ' Error analysis', ' Finite difference methods', ' Gaussian quadrature', ' Iterative methods', ' Multidimensional (multiple) quadrature (REVISED)']","['quadrature numerical differentiation', 'adaptive iterative quadrature revised', 'automatic differentiation new', 'equal interval integration', 'error analysis', 'finite difference method', 'gaussian quadrature', 'iterative method', 'multidimensional multiple quadrature revised']"
6368,"Wang, Yi",engineering data,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
6369,"Wang, Yi",process control,['J.7'],"['COMPUTERS IN OTHER SYSTEMS (C.3)', ' Command and control', ' Consumer products', ' Industrial control', ' Military', ' Process control', ' Publishing', ' Real time']","['computer system', 'command control', 'consumer product', 'industrial control', 'military', 'process control', 'publishing', 'real time']"
6370,"Wang, Yi",real time,['J.7'],"['COMPUTERS IN OTHER SYSTEMS (C.3)', ' Command and control', ' Consumer products', ' Industrial control', ' Military', ' Process control', ' Publishing', ' Real time']","['computer system', 'command control', 'consumer product', 'industrial control', 'military', 'process control', 'publishing', 'real time']"
6371,"Wang, Yi",towards engineering,['D.2.1'],"['Requirements/Specifications (D.3.1)', ' Elicitation methods (e.g., rapid prototyping, interviews, JAD) (NEW)', ' Languages', ' Methodologies (e.g., object-oriented, structured) (REVISED)', ' Tools']","['requirementsspecifications', 'elicitation method eg rapid prototyping interview jad new', 'language', 'methodology eg objectoriented structured revised', 'tool']"
6372,"Wang, Yi",cd application,['J.6'],"['COMPUTER-AIDED ENGINEERING', ' Computer-aided design (CAD)', ' Computer-aided manufacturing (CAM)']","['computeraided engineering', 'computeraided design cad', 'computeraided manufacturing cam']"
6373,"Wang, Yi",rosanoa,['C.2.6'],"['Internetworking (C.2.2) (NEW)', ' Routers (NEW)', ' Standards (e.g., TCP/IP) (NEW)']","['internetworking new', 'router new', 'standard eg tcpip new']"
6374,"Wang, Yi",including model,['G.3'],"['PROBABILITY AND STATISTICS', ' Contingency table analysis (NEW)', ' Correlation and regression analysis (NEW)', ' Distribution functions (NEW)', ' Experimental design (NEW)', ' Markov processes (NEW)', ' Multivariate statistics (NEW)', ' Nonparametric statistics (NEW)', ' Probabilistic algorithms (including Monte Carlo)', ' Queueing theory (NEW)', ' Random number generation', ' Reliability and life testing (NEW)', ' Renewal theory (NEW)', ' Robust regression (NEW)', ' Statistical computing', ' Statistical software', ' Stochastic processes (NEW)', ' Survival analysis (NEW)', ' Time series analysis (NEW)']","['probability statistic', 'contingency table analysis new', 'correlation regression analysis new', 'distribution function new', 'experimental design new', 'markov process new', 'multivariate statistic new', 'nonparametric statistic new', 'probabilistic algorithm including monte carlo', 'queueing theory new', 'random number generation', 'reliability life testing new', 'renewal theory new', 'robust regression new', 'statistical computing', 'statistical software', 'stochastic process new', 'survival analysis new', 'time series analysis new']"
6375,"Wang, Yi",thermal energy management,['H.3.1'],"['Content Analysis and Indexing', ' Abstracting methods', ' Dictionaries', ' Indexing methods', ' Linguistic processing', ' Thesauruses']","['content analysis indexing', 'abstracting method', 'dictionary', 'indexing method', 'linguistic processing', 'thesaurus']"
6376,"Wang, Yi",curriculum vitae,['K.3.2'],"['Computer and Information Science Education', ' Accreditation (NEW)', ' Computer science education', ' Curriculum', ' Information systems education', ' Literacy (NEW)', ' Self-assessment']","['computer information science education', 'accreditation new', 'computer science education', 'curriculum', 'information system education', 'literacy new', 'selfassessment']"
6377,"Wang, Yi",additive manufacturing,['B.7.1'],"['Types and Design Styles', ' Advanced technologies', ' Algorithms implemented in hardware', ' Gate arrays', ' Input/output circuits', ' Memory technologies', ' Microprocessors and microcomputers', ' Standard cells**', ' VLSI (very large scale integration)']","['type design style', 'advanced technology', 'algorithm implemented hardware', 'gate array', 'inputoutput circuit', 'memory technology', 'microprocessor microcomputer', 'standard cell', 'vlsi large scale integration']"
6378,"Wang, Yi",enrichment bone,"['I.4.3', 'D.2.7']","['Enhancement', ' Filtering', ' Geometric correction', ' Grayscale manipulation', ' Registration', ' Sharpening and deblurring**', ' Smoothing', 'Distribution, Maintenance, and Enhancement (REVISED)', ' Corrections**', ' Documentation', ' Enhancement**', ' Extensibility**', ' Portability', ' Restructuring, reverse engineering, and reengineering (REVISED)', ' Version control']","['enhancement', 'filtering', 'geometric correction', 'grayscale manipulation', 'registration', 'sharpening deblurring', 'smoothing', 'distribution maintenance enhancement revised', 'correction', 'documentation', 'enhancement', 'extensibility', 'portability', 'restructuring reverse engineering reengineering revised', 'version control']"
6379,"Wang, Yi",j garsona,['D.2.1'],"['Requirements/Specifications (D.3.1)', ' Elicitation methods (e.g., rapid prototyping, interviews, JAD) (NEW)', ' Languages', ' Methodologies (e.g., object-oriented, structured) (REVISED)', ' Tools']","['requirementsspecifications', 'elicitation method eg rapid prototyping interview jad new', 'language', 'methodology eg objectoriented structured revised', 'tool']"
6380,"Wang, Yi",science engineering,['H.2.8'],"['Database Applications', ' Data mining (NEW)', ' Image databases (NEW)', ' Scientific databases (NEW)', ' Spatial databases and GIS (NEW)', ' Statistical databases (NEW)']","['database application', 'data mining new', 'image database new', 'scientific database new', 'spatial database gi new', 'statistical database new']"
6381,"Wang, Yi",multiphysics cfd,['C.1.2'],"['Multiple Data Stream Architectures (Multiprocessors)', ' Array and vector processors', ' Associative processors', ' Connection machines', ' Interconnection architectures (e.g., common bus, multiport memory, crossbar switch)', ' Multiple-instruction-stream, multiple-data-stream processors (MIMD)', ' Parallel processors**', ' Pipeline processors**', ' Single-instruction-stream, multiple-data-stream processors (SIMD)']","['multiple data stream architecture multiprocessor', 'array vector processor', 'associative processor', 'connection machine', 'interconnection architecture eg common bus multiport memory crossbar switch', 'multipleinstructionstream multipledatastream processor mimd', 'parallel processor', 'pipeline processor', 'singleinstructionstream multipledatastream processor simd']"
6382,"Wang, Yi",form modeling,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
6383,"Wang, Yi",j klarmannc,['D.2.1'],"['Requirements/Specifications (D.3.1)', ' Elicitation methods (e.g., rapid prototyping, interviews, JAD) (NEW)', ' Languages', ' Methodologies (e.g., object-oriented, structured) (REVISED)', ' Tools']","['requirementsspecifications', 'elicitation method eg rapid prototyping interview jad new', 'language', 'methodology eg objectoriented structured revised', 'tool']"
6384,"Wang, Yi",multiscale system,['G.1.7'],"['Ordinary Differential Equations', ' Boundary value problems', ' Chaotic systems (NEW)', ' Convergence and stability', ' Differential-algebraic equations (NEW)', ' Error analysis', ' Finite difference methods (NEW)', ' Initial value problems', ' Multistep and multivalue methods (REVISED)', ' One-step (single step) methods (REVISED)', ' Stiff equations']","['ordinary differential equation', 'boundary value problem', 'chaotic system new', 'convergence stability', 'differentialalgebraic equation new', 'error analysis', 'finite difference method new', 'initial value problem', 'multistep multivalue method revised', 'onestep single step method revised', 'stiff equation']"
6385,"Wang, Yi",label free,"['I.2.1', 'J.1']","['Applications and Expert Systems (H.4, J)', ' Cartography', ' Games', ' Industrial automation', ' Law', ' Medicine and science', ' Natural language interfaces', ' Office automation', 'ADMINISTRATIVE DATA PROCESSING', ' Business', ' Education', ' Financial (e.g., EFTS)', ' Government', ' Law', ' Manufacturing', ' Marketing', ' Military']","['application expert system', 'cartography', 'game', 'industrial automation', 'law', 'medicine science', 'natural language interface', 'office automation', 'administrative data processing', 'business', 'education', 'financial eg eft', 'government', 'law', 'manufacturing', 'marketing', 'military']"
6386,"Wang, Yi",thermal energy,['H.3.1'],"['Content Analysis and Indexing', ' Abstracting methods', ' Dictionaries', ' Indexing methods', ' Linguistic processing', ' Thesauruses']","['content analysis indexing', 'abstracting method', 'dictionary', 'indexing method', 'linguistic processing', 'thesaurus']"
6387,"Wang, Yi",lai,"['I.2.1', 'J.1']","['Applications and Expert Systems (H.4, J)', ' Cartography', ' Games', ' Industrial automation', ' Law', ' Medicine and science', ' Natural language interfaces', ' Office automation', 'ADMINISTRATIVE DATA PROCESSING', ' Business', ' Education', ' Financial (e.g., EFTS)', ' Government', ' Law', ' Manufacturing', ' Marketing', ' Military']","['application expert system', 'cartography', 'game', 'industrial automation', 'law', 'medicine science', 'natural language interface', 'office automation', 'administrative data processing', 'business', 'education', 'financial eg eft', 'government', 'law', 'manufacturing', 'marketing', 'military']"
6388,"Wang, Yi",fidelity multiphysics,['E.5'],"['FILES (D.4.3, F.2.2, H.2)', ' Backup/recovery', ' Optimization**', ' Organization/structure', ' Sorting/searching']","['file', 'backuprecovery', 'optimization', 'organizationstructure', 'sortingsearching']"
6389,"Wang, Yi",trade space,['K.5.1'],"['Hardware/Software Protection (REVISED)', ' Copyrights', ' Licensing (NEW)', ' Patents', ' Proprietary rights', ' Trade secrets**']","['hardwaresoftware protection revised', 'copyright', 'licensing new', 'patent', 'proprietary right', 'trade secret']"
6390,"Wang, Yi",wang computational,['G.1.2'],"['Approximation', ' Approximation of surfaces and contours (NEW)', ' Chebyshev approximation and theory', ' Elementary function approximation', ' Fast Fourier transforms (FFT) (NEW)', ' Least squares approximation', ' Linear approximation', ' Minimax approximation and algorithms', ' Nonlinear approximation', ' Rational approximation', ' Special function approximations (NEW)', ' Spline and piecewise polynomial approximation', ' Wavelets and fractals (NEW)']","['approximation', 'approximation surface contour new', 'chebyshev approximation theory', 'elementary function approximation', 'fast fourier transforms fft new', 'least square approximation', 'linear approximation', 'minimax approximation algorithm', 'nonlinear approximation', 'rational approximation', 'special function approximation new', 'spline piecewise polynomial approximation', 'wavelet fractal new']"
6391,"Wang, Yi",control synthesis,['D.3.3'],"['Language Constructs and Features (E.2)', ' Abstract data types', ' Classes and objects (NEW)', ' Concurrent programming structures', ' Constraints (NEW)', ' Control structures', ' Coroutines', ' Data types and structures', ' Dynamic storage management', ' Frameworks (NEW)', ' Inheritance (NEW)', ' Input/output', ' Modules, packages', ' Patterns (NEW)', ' Polymorphism (NEW)', ' Procedures, functions, and subroutines', ' Recursion']","['language construct feature', 'abstract data type', 'class object new', 'concurrent programming structure', 'constraint new', 'control structure', 'coroutines', 'data type structure', 'dynamic storage management', 'framework new', 'inheritance new', 'inputoutput', 'module package', 'pattern new', 'polymorphism new', 'procedure function subroutine', 'recursion']"
6392,"Wang, Yi",system engineering,['K.6.4'],"['System Management', ' Centralization/decentralization', ' Management audit', ' Quality assurance']","['system management', 'centralizationdecentralization', 'management audit', 'quality assurance']"
6393,"Wang, Yi",level simulation,['I.2.6'],"['Learning (K.3.2)', ' Analogies', ' Concept learning', ' Connectionism and neural nets', ' Induction', ' Knowledge acquisition', ' Language acquisition', ' Parameter learning']","['learning', 'analogy', 'concept learning', 'connectionism neural net', 'induction', 'knowledge acquisition', 'language acquisition', 'parameter learning']"
6394,"Wang, Yi",engineering microfluidics,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
6395,"Wang, Yi",marrow spiral,['J.1'],"['ADMINISTRATIVE DATA PROCESSING', ' Business', ' Education', ' Financial (e.g., EFTS)', ' Government', ' Law', ' Manufacturing', ' Marketing', ' Military']","['administrative data processing', 'business', 'education', 'financial eg eft', 'government', 'law', 'manufacturing', 'marketing', 'military']"
6396,"Wang, Yi",pant j klarmannc,"['F.4.2', 'D.3.4']","['Grammars and Other Rewriting Systems (D.3.1)', ' Decision problems', ' Grammar types (e.g., context-free, context-sensitive)', ' Parallel rewriting systems (e.g., developmental systems, L-systems)', ' Parsing', ' Thue systems', 'Processors', ' Code generation', ' Compilers', ' Debuggers (NEW)', ' Incremental compilers (NEW)', ' Interpreters', ' Memory management (garbage collection) (NEW)', ' Optimization', ' Parsing', ' Preprocessors', ' Retargetable compilers (NEW)', ' Run-time environments', ' Translator writing systems and compiler generators']","['grammar rewriting system', 'decision problem', 'grammar type eg contextfree contextsensitive', 'parallel rewriting system eg developmental system lsystems', 'parsing', 'thue system', 'processor', 'code generation', 'compiler', 'debugger new', 'incremental compiler new', 'interpreter', 'memory management garbage collection new', 'optimization', 'parsing', 'preprocessors', 'retargetable compiler new', 'runtime environment', 'translator writing system compiler generator']"
6397,"Wang, Yi",massive real,['B.3.2'],"['Design Styles (D.4.2)', ' Associative memories', ' Cache memories', ' Interleaved memories**', ' Mass storage (e.g., magnetic, optical, RAID) (REVISED)', ' Primary memory', ' Sequential-access memory**', ' Shared memory', ' Virtual memory']","['design style', 'associative memory', 'cache memory', 'interleaved memory', 'mass storage eg magnetic optical raid revised', 'primary memory', 'sequentialaccess memory', 'shared memory', 'virtual memory']"
6398,"Wang, Yi",high fidelity multiphysics cfd fem analysis reduced order modeling closed form modeling real time simulation,['C.2.5'],"['Local and Wide-Area Networks (REVISED)', ' Access schemes', ' Buses']","['local widearea network revised', 'access scheme', 'bus']"
6399,"Wang, Yi",label free mesenchymal stem cell enrichment bone marrow spiral inertial microfluidics,"['I.2.1', 'J.1']","['Applications and Expert Systems (H.4, J)', ' Cartography', ' Games', ' Industrial automation', ' Law', ' Medicine and science', ' Natural language interfaces', ' Office automation', 'ADMINISTRATIVE DATA PROCESSING', ' Business', ' Education', ' Financial (e.g., EFTS)', ' Government', ' Law', ' Manufacturing', ' Marketing', ' Military']","['application expert system', 'cartography', 'game', 'industrial automation', 'law', 'medicine science', 'natural language interface', 'office automation', 'administrative data processing', 'business', 'education', 'financial eg eft', 'government', 'law', 'manufacturing', 'marketing', 'military']"
6400,"Wang, Yi",modeling real,['I.3.5'],"['Computational Geometry and Object Modeling', ' Boundary representations', ' Constructive solid geometry (CSG)**', ' Curve, surface, solid, and object representations', ' Geometric algorithms, languages, and systems', ' Hierarchy and geometric transformations', ' Modeling packages', ' Object hierarchies', ' Physically based modeling', ' Splines']","['computational geometry object modeling', 'boundary representation', 'constructive solid geometry csg', 'curve surface solid object representation', 'geometric algorithm language system', 'hierarchy geometric transformation', 'modeling package', 'object hierarchy', 'physically based modeling', 'spline']"
6401,"Wang, Yi",computing visualization,['K'],[],[]
6402,"Wang, Yi",parameter estimation,['I.2.6'],"['Learning (K.3.2)', ' Analogies', ' Concept learning', ' Connectionism and neural nets', ' Induction', ' Knowledge acquisition', ' Language acquisition', ' Parameter learning']","['learning', 'analogy', 'concept learning', 'connectionism neural net', 'induction', 'knowledge acquisition', 'language acquisition', 'parameter learning']"
6403,"Wang, Yi",time simulation,['G.3'],"['PROBABILITY AND STATISTICS', ' Contingency table analysis (NEW)', ' Correlation and regression analysis (NEW)', ' Distribution functions (NEW)', ' Experimental design (NEW)', ' Markov processes (NEW)', ' Multivariate statistics (NEW)', ' Nonparametric statistics (NEW)', ' Probabilistic algorithms (including Monte Carlo)', ' Queueing theory (NEW)', ' Random number generation', ' Reliability and life testing (NEW)', ' Renewal theory (NEW)', ' Robust regression (NEW)', ' Statistical computing', ' Statistical software', ' Stochastic processes (NEW)', ' Survival analysis (NEW)', ' Time series analysis (NEW)']","['probability statistic', 'contingency table analysis new', 'correlation regression analysis new', 'distribution function new', 'experimental design new', 'markov process new', 'multivariate statistic new', 'nonparametric statistic new', 'probabilistic algorithm including monte carlo', 'queueing theory new', 'random number generation', 'reliability life testing new', 'renewal theory new', 'robust regression new', 'statistical computing', 'statistical software', 'stochastic process new', 'survival analysis new', 'time series analysis new']"
6404,"Wang, Yi",free mesenchymal,['K.8.1'],"['Application Packages', ' Data communications', ' Database processing', ' Freeware/shareware (NEW)', ' Graphics', ' Spreadsheets', ' Word processing']","['application package', 'data communication', 'database processing', 'freewareshareware new', 'graphic', 'spreadsheet', 'word processing']"
6405,"Wang, Yi",multi fidelity,['C.1.2'],"['Multiple Data Stream Architectures (Multiprocessors)', ' Array and vector processors', ' Associative processors', ' Connection machines', ' Interconnection architectures (e.g., common bus, multiport memory, crossbar switch)', ' Multiple-instruction-stream, multiple-data-stream processors (MIMD)', ' Parallel processors**', ' Pipeline processors**', ' Single-instruction-stream, multiple-data-stream processors (SIMD)']","['multiple data stream architecture multiprocessor', 'array vector processor', 'associative processor', 'connection machine', 'interconnection architecture eg common bus multiport memory crossbar switch', 'multipleinstructionstream multipledatastream processor mimd', 'parallel processor', 'pipeline processor', 'singleinstructionstream multipledatastream processor simd']"
6406,"Wang, Yi",time data,['D.2.9'],"['Management (K.6.3, K.6.4)', ' Copyrights**', ' Cost estimation', ' Life cycle', ' Productivity', ' Programming teams', ' Software configuration management', ' Software process models (e.g., CMM, ISO, PSP) (NEW)', ' Software quality assurance (SQA)', ' Time estimation']","['management', 'copyright', 'cost estimation', 'life cycle', 'productivity', 'programming team', 'software configuration management', 'software process model eg cmm iso psp new', 'software quality assurance sqa', 'time estimation']"
6407,"Wang, Yi",model development,['I.6.5'],"['Model Development', ' Modeling methodologies']","['model development', 'modeling methodology']"
6408,"Wang, Yi",fluid structural,['D.2.2'],"['Design Tools and Techniques (REVISED)', ' Computer-aided software engineering (CASE)', ' Decision tables', ' Evolutionary prototyping (NEW)', ' Flow charts', ' Modules and interfaces', ' Object-oriented design methods (NEW)', ' Petri nets', ' Programmer workbench**', ' Software libraries', ' State diagrams (NEW)', ' Structured programming**', ' Top-down programming**', ' User interfaces']","['design tool technique revised', 'computeraided software engineering case', 'decision table', 'evolutionary prototyping new', 'flow chart', 'module interface', 'objectoriented design method new', 'petri net', 'programmer workbench', 'software library', 'state diagram new', 'structured programming', 'topdown programming', 'user interface']"
6409,"Wang, Yi",analysis optimization,['I.1.2'],"['Algorithms (F.2.1-2)', ' Algebraic algorithms', ' Analysis of algorithms', ' Nonalgebraic algorithms']","['algorithm', 'algebraic algorithm', 'analysis algorithm', 'nonalgebraic algorithm']"
6410,"Wang, Yi",analytical method,['I.1.2'],"['Algorithms (F.2.1-2)', ' Algebraic algorithms', ' Analysis of algorithms', ' Nonalgebraic algorithms']","['algorithm', 'algebraic algorithm', 'analysis algorithm', 'nonalgebraic algorithm']"
6411,"Wang, Yi",based adaptive,['B.4.3'],"['Interconnections (Subsystems)', ' Asynchronous/synchronous operation', ' Fiber optics', ' Interfaces', ' Parallel I/O (NEW)', ' Physical structures (e.g., backplanes, cables, chip carriers)**', ' Topology (e.g., bus, point-to-point)']","['interconnection subsystem', 'asynchronoussynchronous operation', 'fiber optic', 'interface', 'parallel io new', 'physical structure eg backplanes cable chip carrier', 'topology eg bus pointtopoint']"
6412,"Wang, Yi",others specific,['C.1.3'],"['Other Architecture Styles', ' Adaptable architectures', ' Analog computers (NEW)', ' Capability architectures**', ' Cellular architecture (e.g., mobile) (REVISED)', ' Data-flow architectures', ' Heterogeneous (hybrid) systems (NEW)', ' High-level language architectures**', ' Neural nets', ' Pipeline processors (NEW)', ' Stack-oriented processors**']","['architecture style', 'adaptable architecture', 'analog computer new', 'capability architecture', 'cellular architecture eg mobile revised', 'dataflow architecture', 'heterogeneous hybrid system new', 'highlevel language architecture', 'neural net', 'pipeline processor new', 'stackoriented processor']"
